genes	GOcats
GRMZM2G333035	GO:0050660
GRMZM2G333035	GO:0050661
GRMZM2G333035	GO:0055114
GRMZM2G333045	GO:0004672
GRMZM2G333045	GO:0004674
GRMZM2G333045	GO:0005524
GRMZM2G333045	GO:0006468
GRMZM2G333069	GO:0012511
GRMZM2G333069	GO:0016021
GRMZM2G333083	GO:0004413
GRMZM2G333083	GO:0005524
GRMZM2G333083	GO:0006566
GRMZM2G333087	GO:0004497
GRMZM2G333087	GO:0005506
GRMZM2G333087	GO:0009055
GRMZM2G333087	GO:0020037
GRMZM2G333114	GO:0003676
GRMZM2G333140	GO:0003676
GRMZM2G333140	GO:0008270
GRMZM2G333183	GO:0000166
GRMZM2G333183	GO:0005524
GRMZM2G333183	GO:0005975
GRMZM2G333183	GO:0006810
GRMZM2G333183	GO:0008974
GRMZM2G333183	GO:0015197
GRMZM2G333183	GO:0015833
GRMZM2G333183	GO:0016020
GRMZM2G333183	GO:0016021
GRMZM2G333183	GO:0016887
GRMZM2G333183	GO:0017111
GRMZM2G333183	GO:0042626
GRMZM2G333183	GO:0055085
GRMZM2G333205	GO:0046983
GRMZM2G333258	GO:0005198
GRMZM2G333258	GO:0005525
GRMZM2G333258	GO:0005874
GRMZM2G333258	GO:0007017
GRMZM2G333258	GO:0007018
GRMZM2G333258	GO:0043234
GRMZM2G333258	GO:0051258
GRMZM2G333274	GO:0008107
GRMZM2G333274	GO:0016020
GRMZM2G333274	GO:0042546
GRMZM2G333368	GO:0005249
GRMZM2G333368	GO:0006813
GRMZM2G333368	GO:0008076
GRMZM2G333399	GO:0005515
GRMZM2G333399	GO:0005524
GRMZM2G333399	GO:0006139
GRMZM2G333399	GO:0019205
GRMZM2G333408	GO:0003677
GRMZM2G333433	GO:0004672
GRMZM2G333433	GO:0004674
GRMZM2G333433	GO:0004707
GRMZM2G333433	GO:0005524
GRMZM2G333433	GO:0006468
GRMZM2G333448	GO:0023034
GRMZM2G333454	GO:0016068
GRMZM2G333454	GO:0042309
GRMZM2G333454	GO:0050825
GRMZM2G333454	GO:0050826
GRMZM2G333455	GO:0046983
GRMZM2G333478	GO:0004499
GRMZM2G333478	GO:0008152
GRMZM2G333478	GO:0016491
GRMZM2G333478	GO:0050660
GRMZM2G333478	GO:0050661
GRMZM2G333478	GO:0055114
GRMZM2G333565	GO:0003700
GRMZM2G333565	GO:0005634
GRMZM2G333565	GO:0006355
GRMZM2G333565	GO:0030528
GRMZM2G333565	GO:0043565
GRMZM2G333582	GO:0005634
GRMZM2G333582	GO:0030528
GRMZM2G333582	GO:0045449
GRMZM2G333591	GO:0003700
GRMZM2G333591	GO:0005667
GRMZM2G333591	GO:0006355
GRMZM2G333619	GO:0005515
GRMZM2G333619	GO:0008270
GRMZM2G333623	GO:0005669
GRMZM2G333623	GO:0006352
GRMZM2G333623	GO:0016986
GRMZM2G333659	GO:0005524
GRMZM2G333659	GO:0006915
GRMZM2G333659	GO:0006952
GRMZM2G333699	GO:0003677
GRMZM2G333699	GO:0046983
GRMZM2G333732	GO:0046983
GRMZM2G333740	GO:0003677
GRMZM2G333740	GO:0003899
GRMZM2G333740	GO:0006350
GRMZM2G333740	GO:0042309
GRMZM2G333740	GO:0050825
GRMZM2G333740	GO:0050826
GRMZM2G333766	GO:0003676
GRMZM2G333766	GO:0008270
GRMZM2G333795	GO:0005515
GRMZM2G333795	GO:0019538
GRMZM2G333811	GO:0005198
GRMZM2G333811	GO:0005199
GRMZM2G333811	GO:0005515
GRMZM2G333811	GO:0007155
GRMZM2G333811	GO:0015629
GRMZM2G333833	GO:0005216
GRMZM2G333833	GO:0005247
GRMZM2G333833	GO:0006821
GRMZM2G333833	GO:0016020
GRMZM2G333833	GO:0055085
GRMZM2G333861	GO:0003824
GRMZM2G333861	GO:0008152
GRMZM2G333874	GO:0042309
GRMZM2G333874	GO:0050825
GRMZM2G333874	GO:0050826
GRMZM2G333875	GO:0004672
GRMZM2G333875	GO:0004674
GRMZM2G333875	GO:0005524
GRMZM2G333875	GO:0006468
GRMZM2G333878	GO:0004371
GRMZM2G333878	GO:0006071
GRMZM2G333916	GO:0003677
GRMZM2G333916	GO:0003886
GRMZM2G333916	GO:0005515
GRMZM2G333916	GO:0005634
GRMZM2G333916	GO:0006306
GRMZM2G333926	GO:0004190
GRMZM2G333926	GO:0006508
GRMZM2G333952	GO:0015078
GRMZM2G333952	GO:0015986
GRMZM2G333952	GO:0033177
GRMZM2G333952	GO:0045263
GRMZM2G333980	GO:0005515
GRMZM2G334018	GO:0005634
GRMZM2G334018	GO:0030528
GRMZM2G334018	GO:0045449
GRMZM2G334041	GO:0003677
GRMZM2G334041	GO:0003886
GRMZM2G334041	GO:0005515
GRMZM2G334041	GO:0005634
GRMZM2G334041	GO:0006306
GRMZM2G334133	GO:0004672
GRMZM2G334133	GO:0005524
GRMZM2G334133	GO:0006468
GRMZM2G334142	GO:0003777
GRMZM2G334142	GO:0005524
GRMZM2G334142	GO:0007018
GRMZM2G334162	GO:0000166
GRMZM2G334162	GO:0005524
GRMZM2G334162	GO:0016020
GRMZM2G334162	GO:0016887
GRMZM2G334162	GO:0017111
GRMZM2G334165	GO:0003677
GRMZM2G334165	GO:0004672
GRMZM2G334165	GO:0004674
GRMZM2G334165	GO:0004879
GRMZM2G334165	GO:0005524
GRMZM2G334165	GO:0005634
GRMZM2G334165	GO:0006355
GRMZM2G334165	GO:0006468
GRMZM2G334216	GO:0003676
GRMZM2G334216	GO:0003723
GRMZM2G334216	GO:0005634
GRMZM2G334216	GO:0006397
GRMZM2G334216	GO:0009405
GRMZM2G334225	GO:0003700
GRMZM2G334225	GO:0005634
GRMZM2G334225	GO:0006355
GRMZM2G334225	GO:0043565
GRMZM2G334321	GO:0004197
GRMZM2G334321	GO:0006508
GRMZM2G334321	GO:0008234
GRMZM2G334336	GO:0008152
GRMZM2G334336	GO:0016758
GRMZM2G334409	GO:0003824
GRMZM2G334409	GO:0004553
GRMZM2G334409	GO:0004559
GRMZM2G334409	GO:0005975
GRMZM2G334409	GO:0006013
GRMZM2G334409	GO:0008270
GRMZM2G334409	GO:0015923
GRMZM2G334409	GO:0030246
GRMZM2G334427	GO:0008270
GRMZM2G334457	GO:0005634
GRMZM2G334457	GO:0006355
GRMZM2G334574	GO:0004940
GRMZM2G334574	GO:0007186
GRMZM2G334574	GO:0016021
GRMZM2G334584	GO:0000166
GRMZM2G334584	GO:0005524
GRMZM2G334584	GO:0006915
GRMZM2G334584	GO:0006952
GRMZM2G334584	GO:0017111
GRMZM2G334592	GO:0004672
GRMZM2G334592	GO:0004674
GRMZM2G334592	GO:0005524
GRMZM2G334592	GO:0005529
GRMZM2G334592	GO:0006468
GRMZM2G334617	GO:0003747
GRMZM2G334617	GO:0006415
GRMZM2G334628	GO:0004619
GRMZM2G334628	GO:0005737
GRMZM2G334628	GO:0006007
GRMZM2G334628	GO:0030145
GRMZM2G334660	GO:0003824
GRMZM2G334660	GO:0005737
GRMZM2G334660	GO:0006559
GRMZM2G334660	GO:0009058
GRMZM2G334660	GO:0016841
GRMZM2G334722	GO:0003677
GRMZM2G334791	GO:0004672
GRMZM2G334791	GO:0004674
GRMZM2G334791	GO:0005524
GRMZM2G334791	GO:0006468
GRMZM2G334857	GO:0004672
GRMZM2G334857	GO:0004674
GRMZM2G334857	GO:0005488
GRMZM2G334857	GO:0005524
GRMZM2G334857	GO:0006468
GRMZM2G334868	GO:0003824
GRMZM2G334899	GO:0003924
GRMZM2G334899	GO:0005198
GRMZM2G334899	GO:0005525
GRMZM2G334899	GO:0005737
GRMZM2G334899	GO:0005874
GRMZM2G334899	GO:0007017
GRMZM2G334899	GO:0007018
GRMZM2G334899	GO:0043234
GRMZM2G334899	GO:0051258
GRMZM2G334941	GO:0016616
GRMZM2G334941	GO:0048037
GRMZM2G335046	GO:0004672
GRMZM2G335046	GO:0004674
GRMZM2G335046	GO:0005524
GRMZM2G335046	GO:0006468
GRMZM2G335048	GO:0003676
GRMZM2G335048	GO:0016787
GRMZM2G335048	GO:0046872
GRMZM2G335052	GO:0004672
GRMZM2G335052	GO:0004674
GRMZM2G335052	GO:0005524
GRMZM2G335052	GO:0006468
GRMZM2G335052	GO:0015520
GRMZM2G335052	GO:0015904
GRMZM2G335052	GO:0016021
GRMZM2G335052	GO:0016491
GRMZM2G335052	GO:0046677
GRMZM2G335097	GO:0003735
GRMZM2G335097	GO:0005622
GRMZM2G335097	GO:0005840
GRMZM2G335097	GO:0006412
GRMZM2G335097	GO:0042309
GRMZM2G335097	GO:0050825
GRMZM2G335097	GO:0050826
GRMZM2G335107	GO:0006508
GRMZM2G335107	GO:0008236
GRMZM2G335111	GO:0004553
GRMZM2G335111	GO:0005975
GRMZM2G335126	GO:0003676
GRMZM2G335126	GO:0003993
GRMZM2G335126	GO:0004522
GRMZM2G335126	GO:0005488
GRMZM2G335195	GO:0008270
GRMZM2G335218	GO:0006810
GRMZM2G335218	GO:0008519
GRMZM2G335218	GO:0016020
GRMZM2G335218	GO:0055085
GRMZM2G335280	GO:0006629
GRMZM2G335280	GO:0016788
GRMZM2G335287	GO:0005086
GRMZM2G335287	GO:0005488
GRMZM2G335287	GO:0005622
GRMZM2G335287	GO:0032012
GRMZM2G335306	GO:0005634
GRMZM2G335306	GO:0030528
GRMZM2G335306	GO:0045449
GRMZM2G335323	GO:0004497
GRMZM2G335323	GO:0005506
GRMZM2G335323	GO:0009055
GRMZM2G335323	GO:0020037
GRMZM2G335323	GO:0055114
GRMZM2G335338	GO:0003677
GRMZM2G335344	GO:0000166
GRMZM2G335344	GO:0003677
GRMZM2G335344	GO:0003887
GRMZM2G335344	GO:0004176
GRMZM2G335344	GO:0004252
GRMZM2G335344	GO:0005524
GRMZM2G335344	GO:0006260
GRMZM2G335344	GO:0006508
GRMZM2G335344	GO:0009360
GRMZM2G335344	GO:0017111
GRMZM2G335419	GO:0005543
GRMZM2G335438	GO:0003712
GRMZM2G335438	GO:0004402
GRMZM2G335438	GO:0005515
GRMZM2G335438	GO:0005634
GRMZM2G335438	GO:0006355
GRMZM2G335438	GO:0008270
GRMZM2G335448	GO:0000786
GRMZM2G335448	GO:0003677
GRMZM2G335448	GO:0005634
GRMZM2G335448	GO:0006334
GRMZM2G335457	GO:0003676
GRMZM2G335457	GO:0003677
GRMZM2G335457	GO:0008270
GRMZM2G335521	GO:0003723
GRMZM2G335553	GO:0003676
GRMZM2G335553	GO:0008270
GRMZM2G335564	GO:0008137
GRMZM2G335564	GO:0016651
GRMZM2G335564	GO:0048038
GRMZM2G335564	GO:0051287
GRMZM2G335564	GO:0055114
GRMZM2G335593	GO:0005199
GRMZM2G335593	GO:0042309
GRMZM2G335593	GO:0050825
GRMZM2G335593	GO:0050826
GRMZM2G335638	GO:0004672
GRMZM2G335638	GO:0004674
GRMZM2G335638	GO:0005198
GRMZM2G335638	GO:0005515
GRMZM2G335638	GO:0005524
GRMZM2G335638	GO:0006468
GRMZM2G335638	GO:0007155
GRMZM2G335638	GO:0015629
GRMZM2G335657	GO:0004148
GRMZM2G335657	GO:0004368
GRMZM2G335657	GO:0005737
GRMZM2G335657	GO:0006072
GRMZM2G335657	GO:0006813
GRMZM2G335657	GO:0008033
GRMZM2G335657	GO:0008324
GRMZM2G335657	GO:0009331
GRMZM2G335657	GO:0016491
GRMZM2G335657	GO:0045454
GRMZM2G335657	GO:0050660
GRMZM2G335657	GO:0055114
GRMZM2G335669	GO:0004672
GRMZM2G335669	GO:0004674
GRMZM2G335669	GO:0005524
GRMZM2G335669	GO:0006468
GRMZM2G335685	GO:0008270
GRMZM2G335694	GO:0003676
GRMZM2G335709	GO:0004672
GRMZM2G335709	GO:0004674
GRMZM2G335709	GO:0005524
GRMZM2G335709	GO:0006468
GRMZM2G335720	GO:0005515
GRMZM2G335720	GO:0008270
GRMZM2G335738	GO:0003924
GRMZM2G335738	GO:0005515
GRMZM2G335738	GO:0005525
GRMZM2G335738	GO:0005622
GRMZM2G335738	GO:0006886
GRMZM2G335738	GO:0006913
GRMZM2G335738	GO:0007165
GRMZM2G335738	GO:0007264
GRMZM2G335738	GO:0015031
GRMZM2G335809	GO:0042309
GRMZM2G335809	GO:0050825
GRMZM2G335809	GO:0050826
GRMZM2G335826	GO:0004672
GRMZM2G335826	GO:0004674
GRMZM2G335826	GO:0005524
GRMZM2G335826	GO:0006468
GRMZM2G335907	GO:0016068
GRMZM2G335907	GO:0042309
GRMZM2G335907	GO:0050825
GRMZM2G335907	GO:0050826
GRMZM2G335930	GO:0004437
GRMZM2G335948	GO:0005975
GRMZM2G335948	GO:0009045
GRMZM2G335978	GO:0004190
GRMZM2G335978	GO:0006508
GRMZM2G336063	GO:0003677
GRMZM2G336063	GO:0004803
GRMZM2G336063	GO:0006313
GRMZM2G336065	GO:0003676
GRMZM2G336065	GO:0003723
GRMZM2G336065	GO:0006364
GRMZM2G336065	GO:0008033
GRMZM2G336065	GO:0008168
GRMZM2G336065	GO:0008270
GRMZM2G336111	GO:0003700
GRMZM2G336111	GO:0005634
GRMZM2G336111	GO:0006355
GRMZM2G336111	GO:0043565
GRMZM2G336137	GO:0003723
GRMZM2G336137	GO:0003964
GRMZM2G336137	GO:0006278
GRMZM2G336137	GO:0016491
GRMZM2G336137	GO:0046872
GRMZM2G336137	GO:0055114
GRMZM2G336178	GO:0046983
GRMZM2G336213	GO:0004470
GRMZM2G336213	GO:0006108
GRMZM2G336213	GO:0016616
GRMZM2G336299	GO:0005737
GRMZM2G336299	GO:0042026
GRMZM2G336334	GO:0008270
GRMZM2G336337	GO:0005507
GRMZM2G336337	GO:0008471
GRMZM2G336337	GO:0016491
GRMZM2G336337	GO:0046274
GRMZM2G336337	GO:0048046
GRMZM2G336337	GO:0055114
GRMZM2G336419	GO:0003676
GRMZM2G336419	GO:0008270
GRMZM2G336448	GO:0055085
GRMZM2G336461	GO:0003677
GRMZM2G336461	GO:0004803
GRMZM2G336461	GO:0006313
GRMZM2G336533	GO:0003677
GRMZM2G336533	GO:0045449
GRMZM2G336557	GO:0042309
GRMZM2G336557	GO:0050825
GRMZM2G336557	GO:0050826
GRMZM2G336583	GO:0003676
GRMZM2G336583	GO:0008270
GRMZM2G336678	GO:0003824
GRMZM2G336678	GO:0004553
GRMZM2G336678	GO:0004559
GRMZM2G336678	GO:0005975
GRMZM2G336678	GO:0006013
GRMZM2G336678	GO:0008270
GRMZM2G336678	GO:0015923
GRMZM2G336678	GO:0030246
GRMZM2G336718	GO:0003677
GRMZM2G336718	GO:0003723
GRMZM2G336745	GO:0005506
GRMZM2G336745	GO:0016226
GRMZM2G336745	GO:0051536
GRMZM2G336761	GO:0005515
GRMZM2G336761	GO:0008270
GRMZM2G336766	GO:0003700
GRMZM2G336766	GO:0005634
GRMZM2G336766	GO:0006355
GRMZM2G336766	GO:0043565
GRMZM2G336766	GO:0046983
GRMZM2G336789	GO:0006810
GRMZM2G336800	GO:0003677
GRMZM2G336800	GO:0004879
GRMZM2G336800	GO:0005634
GRMZM2G336800	GO:0006355
GRMZM2G336813	GO:0000145
GRMZM2G336813	GO:0006904
GRMZM2G336813	GO:0016068
GRMZM2G336824	GO:0008168
GRMZM2G336824	GO:0008171
GRMZM2G336824	GO:0046983
GRMZM2G336839	GO:0015986
GRMZM2G336839	GO:0045261
GRMZM2G336839	GO:0046933
GRMZM2G336839	GO:0046961
GRMZM2G336858	GO:0006457
GRMZM2G336865	GO:0016757
GRMZM2G336875	GO:0003735
GRMZM2G336875	GO:0005622
GRMZM2G336875	GO:0005840
GRMZM2G336875	GO:0006412
GRMZM2G336879	GO:0004748
GRMZM2G336879	GO:0005971
GRMZM2G336879	GO:0006260
GRMZM2G336888	GO:0042309
GRMZM2G336888	GO:0050825
GRMZM2G336888	GO:0050826
GRMZM2G336908	GO:0003935
GRMZM2G336908	GO:0008686
GRMZM2G336908	GO:0009231
GRMZM2G336909	GO:0005634
GRMZM2G336909	GO:0008270
GRMZM2G336909	GO:0016568
GRMZM2G336909	GO:0018024
GRMZM2G336918	GO:0003779
GRMZM2G336918	GO:0007010
GRMZM2G336918	GO:0015629
GRMZM2G336918	GO:0030036
GRMZM2G336929	GO:0016757
GRMZM2G336975	GO:0005509
GRMZM2G337011	GO:0003677
GRMZM2G337048	GO:0008152
GRMZM2G337048	GO:0016758
GRMZM2G337068	GO:0042309
GRMZM2G337068	GO:0050825
GRMZM2G337068	GO:0050826
GRMZM2G337074	GO:0000287
GRMZM2G337074	GO:0004427
GRMZM2G337074	GO:0005737
GRMZM2G337074	GO:0006796
GRMZM2G337094	GO:0005509
GRMZM2G337107	GO:0016307
GRMZM2G337107	GO:0046488
GRMZM2G337109	GO:0004674
GRMZM2G337109	GO:0005524
GRMZM2G337109	GO:0006468
GRMZM2G337113	GO:0004952
GRMZM2G337113	GO:0006006
GRMZM2G337113	GO:0007186
GRMZM2G337113	GO:0008943
GRMZM2G337113	GO:0016021
GRMZM2G337113	GO:0051287
GRMZM2G337113	GO:0055114
GRMZM2G337128	GO:0016787
GRMZM2G337139	GO:0005515
GRMZM2G337143	GO:0003677
GRMZM2G337143	GO:0003887
GRMZM2G337143	GO:0006260
GRMZM2G337191	GO:0042309
GRMZM2G337191	GO:0050825
GRMZM2G337191	GO:0050826
GRMZM2G337229	GO:0012511
GRMZM2G337229	GO:0016021
GRMZM2G337242	GO:0003824
GRMZM2G337242	GO:0004553
GRMZM2G337242	GO:0004559
GRMZM2G337242	GO:0005975
GRMZM2G337242	GO:0008270
GRMZM2G337242	GO:0030246
GRMZM2G337385	GO:0003676
GRMZM2G337385	GO:0008270
GRMZM2G337400	GO:0003700
GRMZM2G337400	GO:0005634
GRMZM2G337400	GO:0006355
GRMZM2G337402	GO:0016491
GRMZM2G337402	GO:0055114
GRMZM2G337410	GO:0003700
GRMZM2G337410	GO:0006355
GRMZM2G337410	GO:0009405
GRMZM2G337410	GO:0043565
GRMZM2G337425	GO:0005515
GRMZM2G337425	GO:0008270
GRMZM2G337471	GO:0005618
GRMZM2G337471	GO:0030599
GRMZM2G337471	GO:0042545
GRMZM2G337532	GO:0004672
GRMZM2G337532	GO:0004674
GRMZM2G337532	GO:0005515
GRMZM2G337532	GO:0005524
GRMZM2G337532	GO:0006468
GRMZM2G337548	GO:0004197
GRMZM2G337548	GO:0006508
GRMZM2G337599	GO:0003677
GRMZM2G337599	GO:0004803
GRMZM2G337599	GO:0006313
GRMZM2G337607	GO:0005488
GRMZM2G337616	GO:0005737
GRMZM2G337616	GO:0033925
GRMZM2G337631	GO:0016787
GRMZM2G337644	GO:0046983
GRMZM2G337646	GO:0003677
GRMZM2G337659	GO:0003676
GRMZM2G337659	GO:0008270
GRMZM2G337686	GO:0006614
GRMZM2G337686	GO:0008312
GRMZM2G337686	GO:0048500
GRMZM2G337692	GO:0003676
GRMZM2G337692	GO:0008270
GRMZM2G337706	GO:0009055
GRMZM2G337706	GO:0015035
GRMZM2G337706	GO:0045454
GRMZM2G337766	GO:0004672
GRMZM2G337766	GO:0004674
GRMZM2G337766	GO:0005515
GRMZM2G337766	GO:0005524
GRMZM2G337766	GO:0006468
GRMZM2G337768	GO:0004672
GRMZM2G337768	GO:0004674
GRMZM2G337768	GO:0005488
GRMZM2G337768	GO:0005524
GRMZM2G337768	GO:0006468
GRMZM2G337785	GO:0003677
GRMZM2G337785	GO:0005515
GRMZM2G337785	GO:0005634
GRMZM2G337785	GO:0006350
GRMZM2G337785	GO:0030528
GRMZM2G337792	GO:0003676
GRMZM2G337826	GO:0016998
GRMZM2G337845	GO:0006457
GRMZM2G337845	GO:0031072
GRMZM2G337845	GO:0051082
GRMZM2G337892	GO:0003700
GRMZM2G337892	GO:0005634
GRMZM2G337892	GO:0006355
GRMZM2G337892	GO:0043565
GRMZM2G337905	GO:0006508
GRMZM2G337905	GO:0008234
GRMZM2G338030	GO:0000166
GRMZM2G338030	GO:0006952
GRMZM2G338030	GO:0017111
GRMZM2G338056	GO:0005622
GRMZM2G338056	GO:0008270
GRMZM2G338087	GO:0004497
GRMZM2G338087	GO:0005506
GRMZM2G338087	GO:0009055
GRMZM2G338087	GO:0020037
GRMZM2G338087	GO:0055114
GRMZM2G338156	GO:0006519
GRMZM2G338156	GO:0016831
GRMZM2G338158	GO:0004650
GRMZM2G338158	GO:0005975
GRMZM2G338161	GO:0004672
GRMZM2G338161	GO:0004674
GRMZM2G338161	GO:0005524
GRMZM2G338161	GO:0006468
GRMZM2G338205	GO:0005198
GRMZM2G338205	GO:0005681
GRMZM2G338205	GO:0008380
GRMZM2G338205	GO:0019028
GRMZM2G338259	GO:0003677
GRMZM2G338259	GO:0005634
GRMZM2G338259	GO:0006355
GRMZM2G338259	GO:0009725
GRMZM2G338259	GO:0045449
GRMZM2G338293	GO:0004672
GRMZM2G338293	GO:0004674
GRMZM2G338293	GO:0005524
GRMZM2G338293	GO:0006468
GRMZM2G338313	GO:0003824
GRMZM2G338313	GO:0005524
GRMZM2G338313	GO:0008152
GRMZM2G338313	GO:0046983
GRMZM2G338376	GO:0004672
GRMZM2G338376	GO:0004674
GRMZM2G338376	GO:0005524
GRMZM2G338376	GO:0006468
GRMZM2G338431	GO:0009058
GRMZM2G338431	GO:0016844
GRMZM2G338435	GO:0046983
GRMZM2G338441	GO:0004427
GRMZM2G338441	GO:0009678
GRMZM2G338441	GO:0015992
GRMZM2G338441	GO:0016020
GRMZM2G338465	GO:0008152
GRMZM2G338465	GO:0016758
GRMZM2G338631	GO:0016787
GRMZM2G338661	GO:0005576
GRMZM2G338661	GO:0006826
GRMZM2G338661	GO:0006879
GRMZM2G338661	GO:0008199
GRMZM2G338691	GO:0004672
GRMZM2G338691	GO:0004674
GRMZM2G338691	GO:0005488
GRMZM2G338691	GO:0005524
GRMZM2G338691	GO:0006468
GRMZM2G338705	GO:0003677
GRMZM2G338705	GO:0004803
GRMZM2G338705	GO:0006313
GRMZM2G338712	GO:0046983
GRMZM2G338809	GO:0006810
GRMZM2G338809	GO:0008519
GRMZM2G338809	GO:0016020
GRMZM2G338809	GO:0055085
GRMZM2G338862	GO:0005525
GRMZM2G338862	GO:0005622
GRMZM2G338862	GO:0007264
GRMZM2G338862	GO:0015031
GRMZM2G338928	GO:0003777
GRMZM2G338928	GO:0005524
GRMZM2G338928	GO:0007018
GRMZM2G338955	GO:0006508
GRMZM2G338955	GO:0008234
GRMZM2G338969	GO:0003676
GRMZM2G338969	GO:0008270
GRMZM2G338986	GO:0003723
GRMZM2G338986	GO:0003964
GRMZM2G338986	GO:0006278
GRMZM2G339033	GO:0003676
GRMZM2G339033	GO:0008270
GRMZM2G339091	GO:0003779
GRMZM2G339091	GO:0004185
GRMZM2G339091	GO:0006508
GRMZM2G339122	GO:0005576
GRMZM2G339122	GO:0009306
GRMZM2G339122	GO:0009664
GRMZM2G339122	GO:0015450
GRMZM2G339122	GO:0016021
GRMZM2G339129	GO:0004857
GRMZM2G339129	GO:0030599
GRMZM2G339151	GO:0000151
GRMZM2G339151	GO:0004842
GRMZM2G339151	GO:0005515
GRMZM2G339151	GO:0008270
GRMZM2G339151	GO:0016567
GRMZM2G339203	GO:0045735
GRMZM2G339206	GO:0008060
GRMZM2G339206	GO:0008270
GRMZM2G339206	GO:0032312
GRMZM2G339367	GO:0004866
GRMZM2G339367	GO:0008152
GRMZM2G339367	GO:0016491
GRMZM2G339367	GO:0055114
GRMZM2G339497	GO:0005524
GRMZM2G339503	GO:0005741
GRMZM2G339503	GO:0006886
GRMZM2G339503	GO:0015450
GRMZM2G339513	GO:0046983
GRMZM2G339523	GO:0004349
GRMZM2G339523	GO:0004497
GRMZM2G339523	GO:0006561
GRMZM2G339523	GO:0055114
GRMZM2G339540	GO:0004672
GRMZM2G339540	GO:0004674
GRMZM2G339540	GO:0005515
GRMZM2G339540	GO:0005524
GRMZM2G339540	GO:0006468
GRMZM2G339540	GO:0042309
GRMZM2G339540	GO:0050825
GRMZM2G339540	GO:0050826
GRMZM2G339563	GO:0010277
GRMZM2G339563	GO:0016491
GRMZM2G339563	GO:0051537
GRMZM2G339563	GO:0055114
GRMZM2G339603	GO:0005160
GRMZM2G339603	GO:0016049
GRMZM2G339645	GO:0016020
GRMZM2G339645	GO:0016760
GRMZM2G339645	GO:0030244
GRMZM2G339699	GO:0004044
GRMZM2G339699	GO:0008152
GRMZM2G339699	GO:0009113
GRMZM2G339699	GO:0009116
GRMZM2G339728	GO:0016020
GRMZM2G339728	GO:0051260
GRMZM2G339736	GO:0004190
GRMZM2G339736	GO:0006508
GRMZM2G339751	GO:0003700
GRMZM2G339751	GO:0006355
GRMZM2G339751	GO:0043565
GRMZM2G339848	GO:0003700
GRMZM2G339848	GO:0006355
GRMZM2G339848	GO:0043565
GRMZM2G339909	GO:0042309
GRMZM2G339909	GO:0050825
GRMZM2G339909	GO:0050826
GRMZM2G339931	GO:0004672
GRMZM2G339931	GO:0005524
GRMZM2G339931	GO:0006468
GRMZM2G339933	GO:0005737
GRMZM2G339933	GO:0006886
GRMZM2G339933	GO:0008565
GRMZM2G339933	GO:0016020
GRMZM2G339943	GO:0005507
GRMZM2G339943	GO:0009055
GRMZM2G339962	GO:0046983
GRMZM2G339994	GO:0008152
GRMZM2G339994	GO:0008667
GRMZM2G339994	GO:0009239
GRMZM2G339994	GO:0016491
GRMZM2G339994	GO:0055114
GRMZM2G340032	GO:0015992
GRMZM2G340032	GO:0016469
GRMZM2G340032	GO:0046034
GRMZM2G340032	GO:0046933
GRMZM2G340032	GO:0046961
GRMZM2G340048	GO:0004672
GRMZM2G340048	GO:0004674
GRMZM2G340048	GO:0005524
GRMZM2G340048	GO:0006468
GRMZM2G340065	GO:0003735
GRMZM2G340065	GO:0004197
GRMZM2G340065	GO:0004623
GRMZM2G340065	GO:0005622
GRMZM2G340065	GO:0005840
GRMZM2G340065	GO:0006412
GRMZM2G340065	GO:0006508
GRMZM2G340065	GO:0006644
GRMZM2G340065	GO:0008234
GRMZM2G340065	GO:0016042
GRMZM2G340076	GO:0004672
GRMZM2G340076	GO:0004674
GRMZM2G340076	GO:0005524
GRMZM2G340076	GO:0006468
GRMZM2G340139	GO:0003824
GRMZM2G340139	GO:0005388
GRMZM2G340139	GO:0005524
GRMZM2G340139	GO:0006754
GRMZM2G340139	GO:0006812
GRMZM2G340139	GO:0006816
GRMZM2G340139	GO:0008152
GRMZM2G340139	GO:0015085
GRMZM2G340139	GO:0015662
GRMZM2G340139	GO:0016020
GRMZM2G340139	GO:0016820
GRMZM2G340143	GO:0003702
GRMZM2G340143	GO:0005672
GRMZM2G340143	GO:0006367
GRMZM2G340177	GO:0005634
GRMZM2G340177	GO:0030528
GRMZM2G340177	GO:0045449
GRMZM2G340183	GO:0008152
GRMZM2G340224	GO:0004672
GRMZM2G340224	GO:0004674
GRMZM2G340224	GO:0005509
GRMZM2G340224	GO:0005524
GRMZM2G340224	GO:0006468
GRMZM2G340251	GO:0005524
GRMZM2G340267	GO:0006835
GRMZM2G340267	GO:0016020
GRMZM2G340267	GO:0017153
GRMZM2G340305	GO:0003677
GRMZM2G340305	GO:0045449
GRMZM2G340313	GO:0005509
GRMZM2G340353	GO:0005525
GRMZM2G340353	GO:0005737
GRMZM2G340353	GO:0043234
GRMZM2G340353	GO:0051258
GRMZM2G340359	GO:0005200
GRMZM2G340359	GO:0005622
GRMZM2G340359	GO:0007165
GRMZM2G340367	GO:0006508
GRMZM2G340367	GO:0008234
GRMZM2G340383	GO:0003824
GRMZM2G340383	GO:0006633
GRMZM2G340383	GO:0008152
GRMZM2G340383	GO:0008415
GRMZM2G340383	GO:0008610
GRMZM2G340383	GO:0016020
GRMZM2G340383	GO:0016747
GRMZM2G340419	GO:0005529
GRMZM2G340444	GO:0005515
GRMZM2G340444	GO:0008270
GRMZM2G340458	GO:0005525
