Gene	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3	ck_rep1.RPKM	ck_rep2.RPKM	ck_rep3.RPKM	trt_rep1.RPKM	trt_rep2.RPKM	trt_rep3.RPKM	log2FC	pval	qval	ck.mean	trt.mean
GRMZM2G038449	54	50	48	12	42	19	6.519	5.723	5.686	1.585	5.132	2.102	-1.1868427078773	0.0478490395954706	0.414242372939599	49.8	30.8
GRMZM2G038485	35	31	27	43	38	44	2.502	2.102	1.894	3.363	2.75	2.883	0.469363920449927	0.358380765724324	0.846858448573212	30.4	37.5
GRMZM2G038487	1804	1962	1187	924	1643	1517	42.753	44.09	27.606	23.953	39.415	32.948	-0.250084195530665	0.293220110362606	0.810272253543799	1614.7	1110.4
GRMZM2G038492	16	31	16	12	31	26	1.267	2.328	1.244	1.04	2.485	1.887	0.140402058121084	0.831996874229232	0.983647903740079	20.4	14.7
GRMZM2G038494	1121	1067	1054	1097	921	1010	45.592	41.149	42.068	48.804	37.918	37.645	-0.0636741461081721	0.733553795704597	0.965662354789718	1061.8	1139.5
GRMZM2G038512	1253	1311	1312	927	1360	1261	45.909	45.547	47.174	37.152	50.441	42.341	-0.108134133594206	0.568507383354729	0.921620632208052	1268.9	1175
GRMZM2G038519	9945	11089	13144	13322	10542	13681	301.4	318.671	390.92	441.639	323.412	379.98	0.172709679009361	0.373035129239914	0.853382136188248	11202.2	14011
GRMZM2G038532	406	398	338	355	385	429	12.672	11.779	10.353	12.12	12.164	12.271	0.0719099368491807	0.743885323600077	0.966811114940347	373.5	367.2
GRMZM2G038536	101	126	94	33	92	60	2.463	2.914	2.25	0.88	2.271	1.341	-0.850240959545005	0.0348282549025667	0.346101970894727	104.7	65.6
GRMZM2G038588	212	303	157	239	282	261	9.425	12.774	6.85	11.623	12.691	10.634	0.301906615672854	0.256432720706218	0.789713529760283	218.4	211.7
GRMZM2G038598	2688	2191	2388	3005	2433	3327	72.828	56.289	63.493	89.058	66.728	82.609	0.30141165656448	0.0687715180048176	0.499170816806954	2383.9	2870
GRMZM2G038606	355	510	400	362	493	441	18.785	25.589	20.771	20.953	26.407	21.385	0.0772316889824115	0.715910237235424	0.962785525028675	412.5	402.3
GRMZM2G038622	5	3	3	11	11	11	0.738	0.42	0.435	1.777	1.644	1.489	1.65750041516061	0.134078346398076	0.652796768312808	3.6	7.6
GRMZM2G038623	94	92	100	62	88	67	3.646	3.384	3.807	2.631	3.455	2.382	-0.374570991899207	0.318189642813345	0.822290381571995	93.7	84.8
GRMZM2G038636	8142	8025	9153	10494	6692	8852	359.992	336.449	397.144	507.531	299.511	358.681	0.0555647478829598	0.78496817409371	0.974653343932089	8301	10432.3
GRMZM2G038667	230	280	258	242	257	282	7.367	8.504	8.11	8.479	8.333	8.278	0.0631887611877579	0.795734150051743	0.977176747903677	251	264.2
GRMZM2G038669	10	5	12	34	4	8	0.385	0.183	0.454	1.433	0.156	0.282	0.366833878241115	0.713997312737541	0.962289267176915	8.9	24.9
GRMZM2G038691	385	448	396	239	414	365	11.028	12.168	11.132	7.489	12.004	9.582	-0.266190173261263	0.251864437739412	0.786807039855405	401.7	332
GRMZM2G038730	30	47	53	40	48	62	1.649	2.45	2.859	2.405	2.671	3.124	0.255292883818779	0.583380052483147	0.927843275845379	42.5	48.9
GRMZM2G038780	136	170	53	182	29	100	12.518	14.837	4.787	18.324	2.702	8.435	-0.267877003869779	0.662642688843231	0.946470511920068	116.4	127.7
GRMZM2G038783	487	497	529	1648	364	845	20.477	19.816	21.828	75.798	15.493	32.561	0.693815947810994	0.284111980378556	0.807677708729092	495.6	1181
GRMZM2G038791	667	675	723	732	644	711	26.125	25.07	27.79	31.362	25.534	25.522	0.0518043483351257	0.799147611365349	0.978318492319753	676.5	770.3
GRMZM2G038801	60	67	58	122	79	53	4.67	4.945	4.43	10.386	6.224	3.78	0.422993220283753	0.333812975730736	0.832657164976641	60.5	96.9
GRMZM2G038820	213	151	159	124	207	151	13.042	8.767	9.554	8.305	12.83	8.473	-0.0946883882873627	0.774438451846632	0.970724449724476	171.7	148.9
GRMZM2G038821	46	49	7	321	383	590	1.464	1.479	0.219	11.177	12.341	17.212	3.95265352261909	0.000236596522044075	0.00835152606661643	33	181.7
GRMZM2G038833	1625	2225	2136	1952	2017	2344	131.883	171.23	170.122	173.291	165.706	174.341	0.122904049396658	0.513748965756873	0.906383736625212	1956.1	2158.7
GRMZM2G038846	12	6	12	15	6	20	0.546	0.259	0.536	0.747	0.276	0.834	0.408847035852411	0.636794226098683	0.939682536325241	9.9	14.4
GRMZM2G038848	418	553	410	281	455	375	12.985	16.289	12.499	9.548	14.308	10.676	-0.288811114750288	0.180102771394642	0.717621536261193	450.3	362.4
GRMZM2G038855	7	12	8	13	11	29	0.454	0.739	0.51	0.923	0.723	1.726	0.918310228969879	0.297510279592013	0.813539191053557	8.8	11.2
GRMZM2G038880	80	89	86	50	64	94	6.114	6.45	6.45	4.18	4.951	6.584	-0.299866026134428	0.431995987558698	0.877532673154709	83.4	71
GRMZM2G038882	196	190	188	162	182	161	4.648	4.273	4.375	4.202	4.369	3.499	-0.14858254528331	0.58827773733477	0.929491110636079	188	184.6
GRMZM2G038893	9	12	11	43	34	47	0.255	0.323	0.306	1.334	0.976	1.221	1.9849973844984	0.00194310282569642	0.0470951384960372	10.5	29.4
GRMZM2G038898	353	321	348	292	304	462	13.432	11.582	12.995	12.154	11.71	16.111	0.0579213639827998	0.802980366877716	0.979555299039945	335.1	337.3
GRMZM2G038916	12	13	21	12	7	24	0.788	0.81	1.354	0.862	0.466	1.445	-0.175627918935025	0.825131377111812	0.982375517536025	15.1	17.2
GRMZM2G038922	258	377	358	352	277	324	10.347	14.337	14.09	15.442	11.245	11.908	-0.0118920663891841	0.965980672240191	0.995570884220992	324.4	375.6
GRMZM2G038926	67	48	45	129	19	48	4.993	3.392	3.291	10.517	1.433	3.278	-0.0163721600175591	0.976156258080411	0.996055579338251	52.5	94.3
GRMZM2G038931	5	8	6	11	4	11	0.228	0.346	0.269	0.549	0.185	0.46	0.405673501380522	0.720064463221867	0.963638612169155	6.2	9.1
GRMZM2G038950	237	328	284	204	303	255	18.248	23.947	21.459	17.182	23.616	17.994	-0.124169131445329	0.606409109687348	0.934170668804609	277.2	256.2
GRMZM2G038953	901	1005	758	767	1149	1188	27.845	29.451	22.989	25.928	35.945	33.647	0.24147154825931	0.244516942522842	0.780815361251896	869.8	807.3
GRMZM2G038964	247	323	204	217	285	234	10.615	13.162	8.603	10.201	12.398	9.216	-0.0195209679681298	0.936161075050818	0.994309811579781	252.1	223.1
GRMZM2G038967	206	303	237	219	239	257	14.584	20.34	16.465	16.959	17.128	16.674	-0.00954312901552076	0.970424373112283	0.995570884220992	243.2	240.9
GRMZM2G038973	372	371	332	224	330	221	22.778	21.541	19.95	15.003	20.454	12.401	-0.456201396990996	0.0697811414483289	0.502653616548291	351.7	291.5
GRMZM2G038982	631	683	541	417	686	602	12.075	12.394	10.16	8.729	13.289	10.558	-0.10622589041255	0.626582699538425	0.937808737182311	606	503.8
GRMZM2G038988	145	181	147	99	153	201	5.901	6.984	5.87	4.407	6.303	7.496	-0.0722724030682317	0.814590663940517	0.980827449826508	154.4	129
GRMZM2G039011	18	16	26	38	16	22	0.669	0.564	0.948	1.544	0.602	0.749	0.319249913360266	0.642036792901495	0.940591453966252	19.7	34.2
GRMZM2G039029	27	29	36	78	34	49	1.238	1.261	1.62	3.912	1.578	2.059	0.773057471538889	0.15311244615184	0.682520164897449	30.2	61.4
GRMZM2G039036	2	25	4	5	30	3	0.191	2.263	0.375	0.522	2.899	0.262	0.399848727092788	0.686790642645117	0.95500669358047	9.9	4.8
GRMZM2G039074	14	13	17	6	13	12	0.406	0.357	0.483	0.19	0.381	0.319	-0.525020443722657	0.54087202260766	0.915152533400384	14.4	11.9
GRMZM2G039089	894	877	941	1425	931	922	33.857	31.494	34.972	59.032	35.691	32	0.280748085063401	0.238390522154395	0.775440865307504	888.7	1264.6
GRMZM2G039094	4	16	6	1	13	4	0.157	0.596	0.231	0.043	0.517	0.144	-0.793552015169764	0.496566038795606	0.901909232572375	8.4	3.6
GRMZM2G039106	245	211	293	146	245	195	4.394	3.589	5.157	2.865	4.448	3.205	-0.335878966972474	0.269175289553302	0.797537695261573	246.1	228.5
GRMZM2G039112	22	22	25	63	29	27	0.863	0.818	0.963	2.704	1.152	0.971	0.719980736241567	0.240495639162381	0.778072421693067	22.6	47.6
GRMZM2G039155	1340	1548	1292	1222	1428	1236	23.728	25.992	22.451	23.669	25.596	20.058	-0.0665218652071487	0.707052380218007	0.959290326606976	1365.5	1328.7
GRMZM2G039173	7	14	13	13	6	18	0.3	0.568	0.546	0.609	0.26	0.706	0.1028517777929	0.912554777292425	0.99198597827266	11.1	13.8
GRMZM2G039186	124	128	97	85	141	126	2.851	2.79	2.188	2.137	3.281	2.655	0.0316995105070866	0.924455507733964	0.993005658717585	114	96
GRMZM2G039214	163	173	153	145	144	158	7.402	7.45	6.818	7.203	6.62	6.576	-0.091263669269013	0.747205509602763	0.966811114940347	159.9	157.5
GRMZM2G039238	2102	2120	2013	2066	2007	2277	68.609	65.614	64.479	73.763	66.312	68.111	0.0624703282659542	0.709992978467382	0.960726652371549	2040.7	2160.1
GRMZM2G039246	1091	962	818	969	1030	738	79.262	66.271	58.319	77.005	75.748	49.136	-0.0350061978225623	0.85824146451937	0.986315508801762	939.6	949.6
GRMZM2G039251	948	988	955	1637	1223	1349	38.233	37.783	37.796	72.216	49.928	49.859	0.569095706450263	0.00574980538018903	0.104821953987269	946.2	1389.3
GRMZM2G039254	437	527	497	327	495	588	8.671	9.916	9.678	7.098	9.943	10.693	-0.0491178175113981	0.819613135730792	0.982140382944758	477.7	431.7
GRMZM2G039263	1239	1565	1118	944	1433	1146	38.258	45.822	33.878	31.885	44.791	32.429	-0.12307499430413	0.491038774427797	0.9008833152051	1278.8	1086.8
GRMZM2G039278	18	45	89	67	32	105	0.691	1.637	3.352	2.812	1.243	3.693	0.540802120579347	0.341103704213466	0.836829800385684	50	82
GRMZM2G039280	508	576	547	323	547	571	9.665	10.391	10.213	6.722	10.535	9.956	-0.181642586610729	0.411885336139133	0.869229332807988	533.5	454.6
GRMZM2G039312	9	14	11	14	4	17	0.555	0.818	0.666	0.944	0.25	0.96	-0.071154073419537	0.942405132500341	0.994825904484467	11.1	13.3
GRMZM2G039325	364	432	327	341	417	350	10.332	11.627	9.109	10.588	11.982	9.105	0.0222205933720414	0.918576903353303	0.992081844069994	366.5	353.9
GRMZM2G039345	725	702	846	881	753	848	31.027	28.488	35.53	41.242	32.621	33.259	0.166213018295791	0.422028430409749	0.871669786605704	745.6	914.9
GRMZM2G039362	51	51	42	103	107	177	2.492	2.363	2.014	5.505	5.292	7.926	1.42321349643309	0.000249867943121698	0.00877902895515971	47.1	78.3
GRMZM2G039365	6290	6383	6840	3893	5288	5738	187.553	180.472	200.148	126.975	159.61	156.797	-0.367764844942481	0.0302804176742835	0.318928939962674	6392.8	5604.1
GRMZM2G039373	61	61	60	157	92	138	2.121	2.011	2.047	5.97	3.238	4.397	1.09406313983034	0.00304751580089911	0.0661908766823034	59.6	117.3
GRMZM2G039385	356	357	277	360	359	392	5.299	5.039	4.046	5.861	5.409	5.347	0.212426977324643	0.347856221364547	0.841299362868931	323.5	339.3
GRMZM2G039396	2525	2787	2488	1508	2407	2134	84.837	88.792	82.034	55.422	81.864	65.709	-0.353839547825875	0.0534839133346756	0.440293776980854	2550.3	2089.5
GRMZM2G039419	95	158	114	125	78	140	2.307	3.638	2.717	3.32	1.917	3.115	-0.064987452782959	0.86843326729813	0.987183277181027	119.5	126.8
GRMZM2G039443	15	49	31	29	52	65	0.537	1.663	1.089	1.135	1.884	2.132	0.721295100498026	0.169984229371576	0.705454754808311	30.8	31.7
GRMZM2G039445	286	320	300	221	342	327	11.798	12.518	12.145	9.973	14.282	12.363	-0.0110866301245684	0.962991628522626	0.995472653838152	296.3	273.7
GRMZM2G039454	583	707	596	450	746	733	11.112	12.778	11.148	9.382	14.394	12.804	0.0402157367148026	0.846355680958689	0.984941754749938	616	549.8
GRMZM2G039455	4166	4498	3966	1666	3832	3224	76.222	78.036	71.21	33.343	70.972	54.058	-0.57709863388016	0.0124607946652259	0.180550276660991	4129.6	2921.2
GRMZM2G039505	442	478	408	300	427	450	8.968	9.196	8.124	6.658	8.77	8.367	-0.154412201865871	0.490384643197703	0.9008833152051	434.1	371.9
GRMZM2G039532	84	113	92	53	75	93	2.5	3.188	2.686	1.725	2.259	2.536	-0.373405902261255	0.306305067117171	0.817067298213507	94.3	75.7
GRMZM2G039536	363	392	417	365	407	474	22.398	22.935	25.25	24.635	25.421	26.803	0.119935640355898	0.574058797191879	0.924399611200006	383.8	412.5
GRMZM2G039542	198	238	217	206	220	237	15.46	17.621	16.628	17.594	17.389	16.959	0.0608620373169303	0.811516047818477	0.98007024495314	213.4	223.6
GRMZM2G039577	25	18	17	7	13	5	0.768	0.524	0.512	0.235	0.404	0.141	-1.29654780901985	0.130075929239492	0.64632996958018	19.7	12.4
GRMZM2G039583	221	160	171	125	196	187	8	5.492	6.074	4.949	7.182	6.203	-0.0931576743243597	0.768751344894489	0.969062918169465	181.2	155.5
GRMZM2G039586	459	500	503	535	448	530	16.817	17.371	18.086	21.442	16.616	17.796	0.0837113422043636	0.702597111369463	0.957638397578386	478.5	550.2
GRMZM2G039588	1333	1147	1194	1188	1290	1239	50.324	41.06	44.235	49.059	49.298	42.867	0.0566717397356407	0.758248240953968	0.967318102849762	1204.5	1260.5
GRMZM2G039592	122	139	152	115	138	114	8.342	9.012	10.199	8.601	9.552	7.144	-0.132227918652895	0.679608232948458	0.952039219082774	135.3	140.3
GRMZM2G039600	632	728	625	577	853	716	9.215	10.065	8.943	9.202	12.589	9.567	0.136273197459703	0.489861034034342	0.9008833152051	648.6	634.9
GRMZM2G039610	12	13	13	9	15	6	0.408	0.419	0.433	0.334	0.516	0.187	-0.381592950294199	0.674521449454361	0.949924275591279	12.4	11.5
GRMZM2G039618	432	472	396	268	422	438	36.542	37.859	32.872	24.797	36.134	33.954	-0.19493140780098	0.405084328190469	0.865818216701502	424.9	348.1
GRMZM2G039622	205	230	193	271	205	247	9.625	10.24	8.892	13.918	9.743	10.628	0.236048947285222	0.382242014531974	0.855799227449393	205.2	247.6
GRMZM2G039630	12	9	9	50	19	37	1.377	0.979	1.014	6.277	2.207	3.891	1.78128650865427	0.00933105234856786	0.148128414517382	9.8	32.3
GRMZM2G039639	1	1	7	147	16	51	0.061	0.058	0.418	9.788	0.986	2.845	4.46757857671387	2.30850779048481e-06	0.000157345949911813	3	85.1
GRMZM2G039650	618	582	619	563	635	791	13.901	12.413	13.664	13.852	14.459	16.306	0.153160685195705	0.438093129145847	0.879735657773866	596.1	624.1
GRMZM2G039671	395	533	424	369	565	459	4.18	5.349	4.403	4.272	6.053	4.452	0.0717787268599227	0.73097987152954	0.965133367871673	441.1	418.3
GRMZM2G039683	468	540	428	315	444	413	9.453	10.343	8.484	6.96	9.078	7.645	-0.263177031972419	0.219536966707995	0.760235305327115	468.9	390.3
GRMZM2G039711	492	467	500	676	432	515	24.353	21.919	24.287	36.601	21.645	23.361	0.167879648088165	0.477750402937274	0.895638960557307	478.2	626.9
GRMZM2G039723	1124	873	1188	765	377	1528	55.828	41.116	57.906	41.563	18.955	69.552	-0.424605306369525	0.1230433816891	0.635141149464975	1046.9	1022.7
GRMZM2G039725	257	215	211	144	141	191	10.614	8.42	8.552	6.505	5.895	7.229	-0.490807669719741	0.0718312314574658	0.507424046184283	223.8	186.1
GRMZM2G039746	224	235	226	249	212	228	6.794	6.759	6.727	8.262	6.509	6.338	0.0436700963552644	0.865960978730739	0.986889662860897	224.2	252
GRMZM2G039757	8	9	6	136	1	11	0.251	0.268	0.185	4.672	0.032	0.317	0.95061279806048	0.453995852786938	0.884516653713429	7.5	78.5
GRMZM2G039792	476	460	454	378	465	493	18.384	16.846	17.207	15.969	18.18	17.45	-0.027816081994761	0.895691134496219	0.990243534710169	455.2	438.4
GRMZM2G039797	453	579	507	550	590	477	38.454	46.605	42.235	51.07	50.698	37.108	0.11089649063732	0.623077538909008	0.936865619607924	502.7	560.5
GRMZM2G039811	346	322	293	262	350	387	9.825	8.67	8.165	8.138	10.061	10.071	0.0791955764198078	0.744550038380776	0.966811114940347	314.6	292.9
GRMZM2G039824	592	714	598	526	650	569	26.749	30.591	26.516	25.998	29.73	23.562	-0.0880322292799148	0.655233766042783	0.943805684397797	621.9	593
GRMZM2G039826	384	387	352	331	396	370	9.663	9.234	8.692	9.111	10.087	8.533	0.0017079088567324	0.993795388648407	0.999047193147633	367.4	360.9
GRMZM2G039828	101	109	69	175	103	60	5.837	5.973	3.913	11.063	6.026	3.178	0.218933765075835	0.572080519648409	0.923755941570872	91	131.9
GRMZM2G039841	6388	7025	6178	4737	6967	5618	296.444	309.127	281.351	240.459	327.28	238.927	-0.155609824764069	0.364562640078777	0.850250266066312	6404.7	5739.3
GRMZM2G039855	31	59	53	41	50	51	1.002	1.808	1.681	1.449	1.636	1.51	0.0643290827601725	0.891646336369849	0.99003373507133	46.6	49.4
GRMZM2G039857	92	128	125	140	145	124	2.981	3.933	3.975	4.963	4.756	3.682	0.29375475255889	0.38045209747229	0.855369106720336	112.8	140.6
GRMZM2G039867	5	8	6	16	2	8	0.217	0.33	0.256	0.761	0.088	0.319	0.171323928574576	0.89210668256078	0.99003373507133	6.2	11.9
GRMZM2G039886	30	46	33	56	40	96	1.143	1.662	1.234	2.335	1.543	3.353	0.791110187123452	0.125724813425222	0.640245925580494	35.5	47.7
GRMZM2G039889	446	388	386	297	439	413	13.689	11.293	11.627	9.972	13.64	11.617	-0.0645267418300814	0.789381814544257	0.975456769958372	399.8	359.2
GRMZM2G039895	133	184	192	154	162	182	4.065	5.333	5.759	5.149	5.012	5.098	0.0183639071726783	0.949673052553549	0.995294820688466	166.5	182.1
GRMZM2G039900	82	75	92	89	72	80	3.097	2.686	3.41	3.677	2.753	2.769	-0.00974815638171006	0.97906715602995	0.996557379962962	81.7	95.7
GRMZM2G039906	583	539	492	438	505	594	25.205	22.096	20.874	20.713	22.1	23.535	-0.0400722327004304	0.850395523747885	0.985474807222884	528.4	490.8
GRMZM2G039922	185	144	123	102	186	232	3.861	2.85	2.519	2.329	3.93	4.438	0.188604915883192	0.608202019303629	0.934433975306772	148.1	118.5
GRMZM2G039930	989	1049	1102	786	786	1130	49.224	49.507	53.825	42.792	39.6	51.542	-0.199016918184205	0.285201691753479	0.808163677831427	1028.3	991
GRMZM2G039948	5	8	13	4	18	12	0.435	0.659	1.109	0.38	1.584	0.956	0.301560505169258	0.760302979704068	0.96750232059593	8.5	8.8
GRMZM2G039954	369	423	328	337	475	389	9.471	10.295	8.261	9.461	12.341	9.15	0.132669115453219	0.543319349285524	0.915835073949762	365.7	352.2
GRMZM2G039961	5	4	6	77	4	17	0.365	0.277	0.43	6.15	0.296	1.138	1.94699043718897	0.0538826529791468	0.441648052034326	4.9	45.8
GRMZM2G039978	240	178	217	238	233	216	6.98	4.909	6.193	7.572	6.86	5.757	0.160330005667951	0.549988584667714	0.91816887635915	208.6	241.3
GRMZM2G039982	198	224	252	196	169	233	5.991	6.426	7.482	6.487	5.176	6.461	-0.140774806683131	0.597462963932535	0.931736984811028	220.8	235.6
GRMZM2G039983	432	503	426	269	360	446	16.14	17.82	15.619	10.993	13.615	15.271	-0.327538034012405	0.15164794386178	0.680766096089959	444.6	363.8
GRMZM2G039988	352	178	431	405	235	359	44.584	21.378	53.572	56.112	30.13	41.671	0.147079277524566	0.583551192657358	0.927843275845379	317.7	441.8
GRMZM2G039993	25	26	30	33	44	75	1.08	1.065	1.272	1.56	1.924	2.97	0.871966627158871	0.090504437479031	0.559956149176367	26.6	33.4
GRMZM2G039996	796	963	1406	1899	827	1940	50.366	57.778	87.304	131.435	52.97	112.495	0.533881575881351	0.0661159792890082	0.489443699257214	1039.1	1761.8
GRMZM2G040017	1206	1265	1220	1024	1063	1042	38.492	38.285	38.213	35.751	34.344	30.479	-0.200324543560041	0.272585244395632	0.79958972156814	1207.9	1182.5
GRMZM2G040030	189	182	226	427	220	282	10.462	9.553	12.276	25.854	12.327	14.305	0.626817429161779	0.0410419478825508	0.381422146659273	195.9	350.8
GRMZM2G040033	17	32	16	19	51	32	0.611	1.091	0.565	0.747	1.857	1.055	0.655764717232069	0.268355880796289	0.797026096104864	21.1	18.6
GRMZM2G040069	263	240	279	562	140	333	16.848	14.579	17.54	39.382	9.079	19.55	0.235205970748621	0.520409474692225	0.908407951397444	256.5	452.4
GRMZM2G040078	23	45	12	21	52	29	0.431	0.799	0.22	0.43	0.985	0.497	0.469636280289311	0.428415522700505	0.875045991124206	25.8	17.7
GRMZM2G040079	722	810	713	545	889	800	12.694	13.504	12.302	10.482	15.822	12.89	0.00395470184140638	0.984529073143125	0.997107675779689	733.9	661.4
GRMZM2G040090	17	16	21	113	7	34	0.878	0.784	1.065	6.386	0.366	1.61	0.842559200816283	0.305022113781037	0.816824216403969	17.7	73.3
GRMZM2G040094	3	3	6	19	15	19	0.089	0.084	0.174	0.614	0.449	0.515	2.22720155469827	0.023017731449815	0.271817612235406	4	13.6
GRMZM2G040095	6548	6874	7789	4662	5426	8505	149.812	149.129	174.881	116.673	125.665	178.328	-0.196876218125032	0.247938491599305	0.784462242600404	6951.3	6508.7
GRMZM2G040102	43	20	21	661	454	879	4.056	1.789	1.944	68.205	43.352	75.989	4.62260116755862	1.52164291972665e-42	8.63418233725894e-39	27.6	377.4
GRMZM2G040115	10	9	13	24	7	19	0.306	0.261	0.391	0.804	0.217	0.533	0.546593758160203	0.520628295520951	0.908407951397444	10.5	19.9
GRMZM2G040131	298	346	334	158	377	351	15.019	16.535	16.519	8.71	19.233	16.212	-0.194226383255526	0.482313445619499	0.897728919533595	319.9	255.8
GRMZM2G040145	1231	1315	1200	1108	982	1137	17.822	18.052	17.049	17.547	14.391	15.086	-0.179075379048284	0.3358153763404	0.833643398971678	1225.2	1219.1
GRMZM2G040158	308	328	321	184	307	276	7.517	7.591	7.688	4.912	7.584	6.173	-0.311971790794835	0.213741725743835	0.752125465691268	313.2	263.7
GRMZM2G040161	39	41	43	56	26	38	4.364	4.351	4.722	6.855	2.945	3.897	-0.0595554390715266	0.910174429377249	0.99198597827266	40.3	52.7
GRMZM2G040164	847	875	710	1933	1285	1951	44.95	44.032	36.977	112.213	69.032	94.888	1.10680921509167	5.81024413129132e-07	4.57899691138608e-05	794.9	1430.3
GRMZM2G040182	379	437	371	217	409	304	6.575	7.189	6.317	4.118	7.183	4.834	-0.355004624085523	0.145504388679452	0.670708398590812	387.8	307.2
GRMZM2G040207	738	669	624	510	626	560	19.626	16.87	16.285	14.836	16.852	13.648	-0.223622583973602	0.273045288990484	0.799894791857345	665.1	597.2
GRMZM2G040209	1637	1741	1507	1065	1655	1650	64.083	64.626	57.894	45.604	65.583	59.195	-0.148716172672533	0.444412906457268	0.88153170954505	1597.1	1349.8
GRMZM2G040230	27	33	23	13	16	36	0.82	0.95	0.685	0.432	0.492	1.002	-0.436675739223598	0.519042477720516	0.908407951397444	27.1	18.8
GRMZM2G040247	780	872	722	482	764	847	15.984	16.944	14.519	10.804	15.848	15.906	-0.178753191418765	0.411098468666185	0.869185090201807	775.6	631
GRMZM2G040296	2310	2091	2313	1486	2167	2603	31.223	26.799	30.68	21.97	29.649	32.243	-0.099325494347411	0.618715288792587	0.935691547682536	2201.5	1989.2
GRMZM2G040298	14	7	16	39	27	40	0.669	0.317	0.75	2.039	1.306	1.752	1.60168997332035	0.0143963128069414	0.199239702304359	12.2	29.7
GRMZM2G040300	1597	1441	1584	1421	1368	1459	86.213	73.764	83.916	83.912	74.757	72.182	-0.0828763635965139	0.640777845683347	0.939840149140846	1515.5	1586.1
GRMZM2G040309	128	126	174	81	96	133	3.881	3.622	5.177	2.686	2.946	3.696	-0.442701049369592	0.154564165013924	0.684252466592758	140.6	132.6
GRMZM2G040320	483	540	469	348	561	564	14.343	15.205	13.667	11.304	16.863	15.348	-0.0108243654958782	0.961010026435232	0.995472653838152	487.7	429.3
GRMZM2G040326	1308	1305	1340	1040	1191	1253	86.088	81.444	86.549	74.874	79.349	75.577	-0.148659498336439	0.402029973303616	0.86448696399733	1294.7	1251.8
GRMZM2G040349	156	119	122	83	161	132	5.447	3.94	4.18	3.17	5.691	4.224	-0.0770616752252865	0.831283094469465	0.983252508998565	130.2	107.5
GRMZM2G040369	126	190	149	124	130	151	3.11	4.447	3.609	3.348	3.248	3.415	-0.147931903097274	0.628178960123839	0.938080328390904	151.6	143.8
GRMZM2G040382	300	261	247	282	245	244	15.088	12.447	12.191	15.514	12.473	11.246	-0.0277217450536219	0.908104678470861	0.991867311081381	264.7	280.9
GRMZM2G040387	1591	1767	1698	734	1621	1701	45.646	48.071	47.807	23.035	47.077	44.724	-0.370892811696904	0.113777771332952	0.613983375165008	1654.1	1262.2
GRMZM2G040389	11	21	15	13	27	20	0.712	1.289	0.953	0.921	1.77	1.187	0.378010284172166	0.594424497857495	0.930779774258127	15.3	14.8
GRMZM2G040397	556	565	478	374	517	557	16.858	16.244	14.222	12.404	15.867	15.477	-0.120929286183582	0.583858891163897	0.928065358410742	522.8	448.2
GRMZM2G040401	518	566	498	444	612	521	25.5	26.42	24.058	23.908	30.497	23.505	0.0235786632628412	0.909062515889559	0.991926339018316	517.2	497.1
GRMZM2G040424	307	338	246	174	241	187	17.421	18.188	13.699	10.801	13.844	9.725	-0.528899225981617	0.032524803544603	0.33297946145776	290.8	220.4
GRMZM2G040441	778	891	813	395	526	583	21.766	23.637	22.321	12.088	14.897	14.948	-0.700854106867357	0.000383298664032172	0.0126449560720032	811.5	628.5
GRMZM2G040452	151	103	117	260	108	155	4.047	2.618	3.077	7.622	2.93	3.807	0.464486683676596	0.142661562173373	0.669144343180213	121.9	203.2
GRMZM2G040453	158	139	127	208	159	208	13.46	11.228	10.617	19.382	13.711	16.239	0.472849717922717	0.0933506130289391	0.564857068493157	138.8	179.4
GRMZM2G040467	188	201	174	152	201	134	8.312	8.427	7.55	7.351	8.996	5.43	-0.187318706644701	0.512844536710437	0.906246528889379	184.1	172
GRMZM2G040477	1238	1510	831	1096	1212	869	60.571	70.055	39.9	58.657	60.027	38.965	-0.1053915669563	0.562188936015498	0.921033801121969	1164.9	1026.7
GRMZM2G040493	362	362	310	177	330	363	50.856	48.223	42.738	27.2	46.929	46.735	-0.268785009359312	0.337839770673098	0.835682079482211	338.2	254.3
GRMZM2G040508	943	762	1038	921	1057	1745	23.779	18.22	25.687	25.404	26.981	40.326	0.434568468686051	0.0306948574151221	0.321847227828413	901.4	1033.7
GRMZM2G040509	63	62	82	38	72	76	5.53	5.161	7.064	3.649	6.398	6.114	-0.164309440732139	0.69547576730537	0.955405731178427	68	62.4
GRMZM2G040511	7901	7179	7836	5307	6082	8732	214.228	184.574	208.502	157.4	166.931	216.977	-0.181046904850445	0.305071986714387	0.816824216403969	7513.2	6890.3
GRMZM2G040513	727	678	696	721	559	610	26.529	23.46	24.924	28.779	20.649	20.399	-0.121978107881223	0.555445316380726	0.920513919529293	688.4	750.6
GRMZM2G040515	375	347	327	305	286	388	22.152	19.437	18.957	19.708	17.102	21.005	-0.0717666840617294	0.755125714882504	0.967318102849762	343.5	333.9
GRMZM2G040548	4	7	4	32	16	41	0.273	0.453	0.268	2.389	1.105	2.564	2.54256476707776	0.00344152999944545	0.0722593953722603	4.9	19.8
GRMZM2G040559	42	43	40	172	47	47	3.532	3.429	3.301	15.822	4.001	3.622	0.836456376920878	0.120757223806201	0.629640870372006	40.9	115.6
