Gene	ck_rep1	ck_rep2	ck_rep3	trt_rep1	trt_rep2	trt_rep3	ck_rep1.RPKM	ck_rep2.RPKM	ck_rep3.RPKM	trt_rep1.RPKM	trt_rep2.RPKM	trt_rep3.RPKM	log2FC	pval	qval	ck.mean	trt.mean
GRMZM2G441541	267	336	310	212	258	450	4.462	5.324	5.083	3.875	4.364	6.891	-0.0185232268960273	0.943466017381788	0.994989640264238	298.4	273.7
GRMZM2G441565	18	9	12	82	13	26	1.335	0.633	0.873	6.651	0.976	1.767	1.36580250301415	0.0449514114083546	0.400731415842665	12.8	51.6
GRMZM2G441583	1269	1329	1237	654	1165	1197	24.099	23.932	23.053	13.585	22.395	20.832	-0.357769471158281	0.0986084866927397	0.577578534829707	1254.7	985.7
GRMZM2G441656	1378	1229	1345	2347	430	2121	94.582	79.988	90.595	176.211	29.876	133.415	0.0372347681856607	0.958270535461477	0.995472653838152	1295.9	1979.7
GRMZM2G441722	6	14	3	7	3	8	0.12	0.266	0.059	0.154	0.061	0.147	-0.128032822362833	0.921580238409055	0.992357712045354	7.4	5.4
GRMZM2G441768	21	18	21	3	10	9	0.645	0.525	0.633	0.101	0.311	0.253	-1.52681744712318	0.0863741454388927	0.549603021874558	19.7	12.2
GRMZM2G441888	166	107	157	1542	65	242	10.173	6.218	9.442	103.368	4.032	13.591	0.997841708422903	0.381085665049702	0.855485610066536	141.5	934.9
GRMZM2G441903	348	295	312	642	273	392	13.795	11.089	12.138	27.839	10.955	14.241	0.407279777203987	0.142861620399296	0.669293781207485	313.1	513.4
GRMZM2G442000	3	15	8	30	5	6	0.157	0.745	0.411	1.719	0.265	0.288	0.305068806213693	0.814437800424987	0.980704268462301	8.4	20.7
GRMZM2G442057	229	254	207	123	251	190	10.966	11.533	9.728	6.443	12.167	8.338	-0.302528264738951	0.292192066187992	0.810272253543799	225.4	172.5
GRMZM2G442195	1128	1069	985	996	1149	999	29.866	26.838	25.593	28.846	30.795	24.24	0.0196530990788406	0.915501075199255	0.99198597827266	1041.6	1048.7
GRMZM2G442215	9	2	19	4	8	15	0.295	0.062	0.611	0.143	0.265	0.451	0.0766125075047599	0.944949361987429	0.995102603802859	10	11.8
GRMZM2G442244	35	39	39	13	31	41	0.824	0.871	0.901	0.335	0.739	0.885	-0.497201944005164	0.389987399365269	0.860259503131384	37	26.8
GRMZM2G442277	111	136	173	191	109	242	2.727	3.169	4.172	5.134	2.711	5.45	0.356942773913937	0.284805019790955	0.807903423604745	137.7	193.1
GRMZM2G442387	49	46	23	75	42	70	1.049	0.933	0.483	1.755	0.91	1.373	0.727469867573598	0.148811932379985	0.675295910203306	38.5	53.2
GRMZM2G442404	330	300	289	293	305	345	11.844	10.21	10.179	11.503	11.081	11.348	0.0737953002443202	0.747295580490763	0.966811114940347	301	308.1
GRMZM2G442489	34	34	35	23	21	46	1.32	1.251	1.333	0.976	0.825	1.636	-0.241283782691406	0.668528716532422	0.947757419059112	33.7	30.4
GRMZM2G442523	124	168	164	189	76	165	2.539	3.262	3.295	4.233	1.575	3.096	-0.129545573391859	0.744312964561558	0.966811114940347	149	187.5
GRMZM2G442546	8	8	8	18	4	7	0.331	0.314	0.325	0.815	0.168	0.265	0.0643004432031362	0.95181381873827	0.995305270156616	7.9	14
GRMZM2G442551	183	215	200	144	140	251	3.755	4.184	4.028	3.232	2.908	4.72	-0.171557206343824	0.555933483190363	0.920570540679872	195.5	180.6
GRMZM2G442658	249	291	230	269	416	400	6.182	6.85	5.603	7.305	10.454	9.101	0.514298415174894	0.0319830043320002	0.329962840601549	251.4	265.1
GRMZM2G442763	39	47	72	28	34	65	0.978	1.118	1.772	0.768	0.863	1.494	-0.324850694515717	0.478515008848322	0.896174238156206	51.9	51.8
GRMZM2G442804	3236	3365	3360	3328	2793	2641	161.061	158.81	164.113	181.186	140.717	120.463	-0.154076714724747	0.431347864133393	0.877176618088883	3261	3538.6
GRMZM2G443091	0	0	0	39	0	1	0	0	0	9.46	0	0.203	19.7782640603534	0.00485809059016216	0.0925810933038712	0	21.6
GRMZM2G443111	7	3	8	6	5	11	0.991	0.403	1.112	0.929	0.717	1.427	0.345422408838768	0.758929818043625	0.967352258280898	6	7.4
GRMZM2G443180	1	1	0	41	7	7	0.057	0.054	0	2.541	0.401	0.363	4.68762347852794	0.00095478156259058	0.0266224534718899	0.6	22.8
GRMZM2G443240	191	217	214	125	216	230	5.375	5.79	5.91	3.848	6.153	5.932	-0.12938514411646	0.639298125400919	0.939682536325241	203.5	177.1
GRMZM2G443265	348	405	353	488	379	437	14.641	16.157	14.574	22.458	16.141	16.849	0.271205588341377	0.256925551428096	0.789893514239452	361.4	448.6
GRMZM2G443291	26	50	44	29	51	50	1.165	2.124	1.934	1.421	2.312	2.052	0.156907217820316	0.746078229809133	0.966811114940347	39.1	38.2
GRMZM2G443302	9	6	9	15	3	4	0.73	0.462	0.717	1.332	0.246	0.298	-0.395269991868855	0.729164904641639	0.965010248798736	7.9	12.9
GRMZM2G443340	41	38	38	120	56	41	2.094	1.84	1.905	6.704	2.895	1.919	0.789458602201422	0.117296077528645	0.620826142079388	38.3	85.7
GRMZM2G443445	9	16	54	34	41	85	0.452	0.762	2.663	1.869	2.086	3.915	1.29208967935818	0.0249082615561735	0.283450282485451	26.1	46.1
GRMZM2G443447	245	327	163	173	344	195	3.69	4.67	2.409	2.85	5.245	2.692	-0.0171323080283693	0.947948067409144	0.995294820688466	238.9	178.1
GRMZM2G443453	301	315	302	231	362	332	12.065	11.972	11.879	10.128	14.688	12.196	0.0246693238582255	0.919086440289895	0.992081844069994	300.4	280.2
GRMZM2G443495	52	40	56	32	14	29	1.112	0.811	1.176	0.749	0.303	0.569	-1.00242533434466	0.0604765999991284	0.467201290054533	48.7	46
GRMZM2G443509	840	817	1091	620	951	964	15.373	14.178	19.594	12.412	17.618	16.168	-0.0950090085296133	0.65730630894275	0.944551507219538	902.2	893.3
GRMZM2G443525	1434	1296	1208	1081	1641	1999	26.567	22.768	21.963	21.907	30.775	33.94	0.259426239087476	0.248939866303406	0.784586050035161	1289.5	1208.1
GRMZM2G443560	227	263	212	81	160	149	8.428	9.26	7.725	3.29	6.014	5.07	-0.858585865691516	0.00417937002382265	0.0834336751632877	229.3	151.7
GRMZM2G443655	213	225	244	575	220	333	27.609	27.655	31.038	81.527	28.866	39.557	0.651573835464248	0.052565665742673	0.436546986959916	223.4	442
GRMZM2G443668	981	1098	1174	563	1012	1030	17.912	19.011	21.036	11.245	18.705	17.236	-0.329716570032217	0.111170689857049	0.607495430059058	1065.2	903.5
GRMZM2G443728	129	138	147	87	113	191	2.987	3.03	3.341	2.204	2.649	4.054	-0.116415112521282	0.715388198179211	0.962578883650805	135.6	122.3
GRMZM2G443776	34	34	54	23	20	25	1.203	1.141	1.875	0.89	0.716	0.811	-0.78075792713225	0.166716021767611	0.70073213815916	40.1	40
GRMZM2G443785	51	35	50	98	4	47	1.739	1.132	1.674	3.656	0.138	1.469	-0.498771402064883	0.507249577486303	0.904948423858476	44.7	79.6
GRMZM2G443814	979	1076	875	723	1090	1057	16.656	17.359	14.609	13.455	18.772	16.481	-0.00999442905565175	0.959695767686236	0.995472653838152	957.3	841.8
GRMZM2G443829	4	8	7	16	11	27	0.129	0.245	0.222	0.565	0.359	0.798	1.50051097685428	0.103430706316199	0.589966912592774	6.2	12.4
GRMZM2G443881	291	278	373	933	293	622	7.133	6.462	8.973	25.017	7.271	13.973	0.866896012654088	0.00840507393025547	0.137244577694251	309.3	705.6
GRMZM2G443888	198	184	310	839	179	523	14.004	12.34	21.516	64.908	12.815	33.899	0.962718525586123	0.0139659132397043	0.194947314146106	227.7	621.7
GRMZM2G443903	99	98	108	46	75	76	1.291	1.212	1.382	0.656	0.99	0.909	-0.624073739693833	0.0955424583904747	0.569711153287091	100	79.9
GRMZM2G443939	805	958	845	653	1067	1026	12.476	14.079	12.852	11.071	16.74	14.573	0.0834940355768261	0.669153087069404	0.947778776253754	852.2	787.8
GRMZM2G443953	159	187	227	138	194	301	2.741	3.057	3.841	2.603	3.386	4.756	0.126346762013896	0.635166402855134	0.939544567622718	187.8	190.9
GRMZM2G443985	2915	2811	2723	2005	2572	2537	53.226	48.669	48.792	40.046	47.539	42.453	-0.218742645604795	0.209578201995395	0.749703761038987	2766.5	2483.6
GRMZM2G444029	84	67	94	62	74	78	1.933	1.462	2.123	1.561	1.724	1.645	-0.152374013817878	0.691567515069131	0.955363513309314	80.5	81.7
GRMZM2G444034	371	347	336	331	275	322	24.396	21.636	21.682	23.808	18.305	19.404	-0.148891138728874	0.51272482434778	0.906246528889379	345.2	352.9
GRMZM2G444073	15	13	9	49	8	34	1.33	1.093	0.783	4.751	0.718	2.762	1.08858902911034	0.176594773833053	0.713578166861446	12.1	31.7
GRMZM2G444075	128	92	142	139	88	125	2.83	1.929	3.081	3.361	1.969	2.532	-0.00542724108571445	0.986651253718646	0.997728826270979	119.1	148.6
GRMZM2G444138	6	10	7	42	3	7	0.464	0.733	0.531	3.553	0.235	0.496	0.412220286794634	0.730082139214788	0.965010248798736	7.5	26.8
GRMZM2G444222	13	12	21	12	19	15	0.604	0.529	0.958	0.61	0.894	0.639	0.0531473786931097	0.94624566603576	0.995294820688466	15.1	17.2
GRMZM2G444378	123	134	156	46	133	186	5.412	5.591	6.736	2.214	5.924	7.5	-0.326235648367608	0.397356807274392	0.863291610482136	135.4	104.1
GRMZM2G444466	102	125	96	220	53	94	13.818	16.057	12.762	32.6	7.268	11.67	-0.00657816351462482	0.989082753037212	0.998186360412877	105.4	170.4
GRMZM2G444533	71	59	73	73	62	115	2.682	2.113	2.706	3.016	2.371	3.981	0.296924138449749	0.434367159329558	0.87808355914047	66.7	77.3
GRMZM2G444560	13	8	7	349	56	245	0.534	0.312	0.282	15.686	2.329	9.226	4.34025046654148	1.00011761990979e-15	3.78327826984874e-13	9.2	197.2
GRMZM2G444623	77	1413	81	69	1583	70	3.189	55.495	3.292	3.126	66.371	2.657	-0.000782985446579818	0.997403185409577	0.99995848311503	496.2	79.1
GRMZM2G444643	490	459	399	502	459	483	18.596	16.518	14.86	20.84	17.633	16.799	0.141425237433769	0.493631375836943	0.901013450340876	441.1	479.5
GRMZM2G444692	1759	1584	1625	873	1676	1525	41.119	35.111	37.278	22.323	39.659	32.67	-0.300402758384089	0.201868875129578	0.742824643743036	1628.1	1302.6
GRMZM2G444743	235	263	298	209	156	279	12.398	13.157	15.429	12.062	8.331	13.49	-0.299124146466695	0.264688447913589	0.794597839262223	260.8	266
GRMZM2G444748	245	270	310	220	158	283	9.555	9.984	11.864	9.385	6.237	10.114	-0.313084020994879	0.242076879385426	0.779203094369224	270.3	278.2
GRMZM2G444762	290	274	284	138	262	192	6.576	5.892	6.32	3.423	6.014	3.99	-0.52612628431912	0.0694790463944618	0.501260621746694	277.8	219.6
GRMZM2G444801	126	138	125	129	121	246	3.469	3.602	3.377	3.884	3.372	6.206	0.314841890597493	0.339008063443894	0.836048135911635	127.2	134.5
GRMZM2G444808	608	691	643	562	653	646	5.492	5.919	5.7	5.553	5.971	5.348	-0.0250501978320113	0.897797390956665	0.990314257818575	635.1	635.6
GRMZM2G444845	24	30	35	138	18	27	0.944	1.119	1.351	5.938	0.717	0.973	0.459438814023925	0.540424397016154	0.915152533400384	29.2	94.2
GRMZM2G445057	2125	1974	2094	2000	1933	1703	54.715	48.195	52.911	56.33	50.382	40.185	-0.100361960280772	0.598613689540291	0.931736984811028	2029.7	2164.2
GRMZM2G445059	335	317	333	297	398	434	17.038	15.288	16.621	16.523	20.491	20.229	0.217616806954123	0.347222200018288	0.840876394052503	322.8	332.5
GRMZM2G445100	558	620	439	1442	1954	1932	19.579	20.628	15.116	55.344	69.402	62.124	1.75848075664804	2.8129673992755e-18	1.45104366048536e-15	527.7	1021.3
GRMZM2G445163	518	566	566	411	602	560	18.61	19.282	19.955	16.152	21.893	18.438	-0.0482641825707747	0.817784885115739	0.981735191276639	540	513.1
GRMZM2G445338	1	6	4	12	5	17	0.044	0.248	0.171	0.572	0.221	0.679	1.73152073201151	0.184216667920331	0.722759846462879	3.6	8.7
GRMZM2G445384	38	48	36	117	29	47	2.059	2.466	1.914	6.935	1.591	2.334	0.474065680657928	0.412986432742638	0.869472099919573	39.8	83.1
GRMZM2G445423	29	21	14	24	40	38	1.695	1.164	0.803	1.534	2.367	2.036	0.73405222647885	0.246099523352913	0.782590132945805	20.9	20.4
GRMZM2G445478	212	210	295	124	225	245	6.778	6.367	9.256	4.337	7.282	7.179	-0.273831746825947	0.33568222855403	0.833635057831514	235.5	217.3
GRMZM2G445575	315	270	286	395	267	269	7.664	6.229	6.829	10.513	6.576	5.998	0.113689994411425	0.655312338114815	0.94381776370277	285.6	363.2
GRMZM2G445602	806	812	848	2322	395	932	23.855	22.789	24.63	75.175	11.834	25.28	0.231275696475001	0.756935219904975	0.967318102849762	807.8	1715.7
GRMZM2G445616	37	18	20	199	10	30	3.037	1.401	1.611	17.868	0.831	2.257	0.836338885177263	0.224116012842752	0.764116836232596	24.7	120.5
GRMZM2G445617	525	543	456	283	490	514	10.138	9.943	8.642	5.978	9.579	9.097	-0.247662737090687	0.315487956443971	0.820890765494532	498.2	386.6
GRMZM2G445634	5	8	7	63	3	6	0.413	0.626	0.567	5.689	0.251	0.454	0.644317952598879	0.602563900731659	0.933103908489394	6.5	38.5
GRMZM2G445783	8	11	6	5	9	5	0.628	0.819	0.462	0.429	0.715	0.36	-0.368153347680911	0.729537932051055	0.965010248798736	8.1	5.8
GRMZM2G445905	1294	1338	1461	1009	942	1505	19.067	18.695	21.126	16.263	14.051	20.323	-0.23572728495431	0.203826907012051	0.746078751311911	1341	1295.5
GRMZM2G445944	46	51	51	136	28	32	2.934	3.084	3.192	9.488	1.808	1.87	0.0362248540262008	0.95316270114305	0.995450907004236	48.4	101.2
GRMZM2G445958	11	19	5	12	18	10	0.392	0.643	0.175	0.468	0.65	0.327	0.360129382139261	0.67310651055766	0.949681207476956	11.3	9.2
GRMZM2G446047	12	10	9	9	12	11	0.336	0.266	0.248	0.276	0.341	0.283	0.0844615362963377	0.925368243394962	0.993093028133344	10.2	9.5
GRMZM2G446050	1135	1399	1050	1069	1538	1589	13.69	16.001	12.429	14.104	18.779	17.565	0.25400338320764	0.177914722304936	0.715262751925256	1169.3	1121.9
GRMZM2G446108	606	679	678	590	700	691	17.303	18.384	18.998	18.428	20.233	18.082	0.0486298739897712	0.80429427966527	0.980007547181743	642.4	668.8
GRMZM2G446170	45	48	39	7	26	23	1.449	1.466	1.232	0.247	0.848	0.679	-1.34327295784813	0.035394077972032	0.350191537807851	43.1	23.5
GRMZM2G446171	56	69	40	99	111	95	2.156	2.519	1.511	4.169	4.326	3.352	0.952928555616097	0.0112770394127192	0.169170498050553	53.7	75.1
GRMZM2G446185	3	3	6	30	0	9	0.168	0.159	0.329	1.835	0	0.461	0.590823564581762	0.710938460515395	0.961260682437597	4	19.7
GRMZM2G446189	52	75	35	43	52	53	2.824	3.862	1.865	2.555	2.859	2.638	-0.0377991918286253	0.935045044518224	0.994309811579781	52.6	41.5
GRMZM2G446213	2	3	1	48	1	0	0.069	0.098	0.034	1.817	0.035	0	0.5022032687695	0.804448405581121	0.980007547181743	1.9	27.1
GRMZM2G446218	123	158	152	61	122	118	5.092	6.202	6.175	2.762	5.112	4.476	-0.538769179922264	0.0963828493298278	0.571921968951399	141.5	110.4
GRMZM2G446234	203	282	168	163	250	286	4.423	5.826	3.592	3.884	5.513	5.71	0.129271272872855	0.654109314023545	0.943667422542644	212.5	175
GRMZM2G446253	95	87	100	85	96	163	5.226	4.538	5.399	5.115	5.346	8.218	0.270466300173579	0.429900628895417	0.8762082052837	92.5	97.5
GRMZM2G446313	734	789	778	418	664	839	21.1	21.507	21.948	13.144	19.322	22.104	-0.27701309971381	0.208089626552325	0.749437813991329	753.1	623.7
GRMZM2G446426	20	20	16	11	14	28	1.19	1.129	0.934	0.716	0.843	1.527	-0.142636521814883	0.848671975116789	0.985190521670746	18.3	14.2
GRMZM2G446454	10	17	13	8	7	9	0.711	1.146	0.907	0.622	0.504	0.586	-0.676414485850178	0.460542457191974	0.888302451185402	13	11
GRMZM2G446515	124	122	127	103	113	174	2.064	1.925	2.074	1.875	1.904	2.654	0.065592244678883	0.834522127041019	0.983815618646733	122.2	121.1
GRMZM2G446625	1346	1691	1253	948	1646	1143	11.334	13.502	10.354	8.732	14.03	8.82	-0.187116599851009	0.31724681301465	0.822290381571995	1399.3	1157
GRMZM2G446737	11	9	4	15	17	35	1.011	0.784	0.361	1.508	1.582	2.949	1.4812539658376	0.0985899813902409	0.577578534829707	7.8	10.3
GRMZM2G446872	582	655	563	396	659	588	6.892	7.355	6.543	5.129	7.899	6.381	-0.121832244165364	0.569499519265602	0.92190531618757	588.3	503.2
GRMZM2G446895	486	546	487	367	517	521	7.323	7.801	7.201	6.049	7.886	7.194	-0.0901823634340681	0.666673571523426	0.947500831023687	496.6	448.9
GRMZM2G446921	98	137	102	59	115	103	1.381	1.83	1.41	0.909	1.64	1.33	-0.280425745215977	0.411387801109887	0.869207452164568	109.9	84.1
GRMZM2G446960	165	268	177	227	228	231	9.19	14.153	9.674	13.829	12.854	11.791	0.239006457538472	0.395910340265158	0.862697782481822	198.4	215.1
GRMZM2G447005	14	5	19	17	11	12	0.865	0.293	1.152	1.149	0.688	0.68	0.254550058887056	0.773589605444222	0.970396530505932	12.6	19
GRMZM2G447090	6	3	7	6	9	9	0.176	0.083	0.201	0.192	0.267	0.241	0.66020933178253	0.566735877049133	0.921432965715199	5.3	6.9
GRMZM2G447176	9	10	28	9	10	8	1.02	1.074	3.114	1.116	1.147	0.831	-0.570000927526799	0.544359350106401	0.915898641224077	15.5	19.1
GRMZM2G447195	99	129	77	150	118	125	3.747	4.63	2.86	6.211	4.521	4.336	0.426710309858839	0.21187749594117	0.751221630741293	99.3	122
GRMZM2G447271	95	157	176	52	47	102	2.704	4.237	4.916	1.619	1.354	2.661	-1.09086945956106	0.00310913963938878	0.0673360137358847	140	117.5
GRMZM2G447347	23	24	34	57	18	77	1.006	0.995	1.459	2.727	0.797	3.086	0.765290198175988	0.188280488346834	0.728045761081657	26.6	48.8
GRMZM2G447406	59	54	66	27	55	60	2.041	1.772	2.241	1.022	1.926	1.902	-0.363187977000466	0.435884027198571	0.878937021731314	58.7	48.2
GRMZM2G447433	2075	2118	2158	1407	2066	2156	52.805	51.109	53.893	39.166	53.221	50.282	-0.160888511561389	0.383047385900315	0.856385590797819	2079.7	1867.3
GRMZM2G447447	14	10	29	9	19	19	0.243	0.164	0.494	0.171	0.334	0.302	-0.0876203459274942	0.91258893246472	0.99198597827266	17.5	19.6
GRMZM2G447455	339	336	264	214	311	294	7.186	6.753	5.492	4.962	6.673	5.711	-0.167473740536614	0.504255425874094	0.903963778616564	306.9	251.7
GRMZM2G447535	107	157	103	83	108	93	2.307	3.209	2.179	1.957	2.357	1.837	-0.315094358026676	0.334009895147553	0.832657164976641	119.5	97.9
GRMZM2G447551	42	48	53	21	41	52	0.834	0.904	1.033	0.456	0.824	0.946	-0.367332468243972	0.457987760721072	0.886703845132072	46.8	38.3
GRMZM2G447566	15	5	14	42	12	4	1.778	0.562	1.629	5.446	1.44	0.435	0.484851076603195	0.631406553986679	0.938826545598357	11.3	30.4
GRMZM2G447617	226	201	194	269	258	301	9.004	7.593	7.585	11.723	10.405	10.99	0.452864775268555	0.0651814707055247	0.486332623472483	203.4	247
GRMZM2G447632	36	44	43	113	24	73	2.986	3.46	3.5	10.251	2.015	5.548	0.580197077401461	0.319964140827125	0.823192865535631	40.2	84.4
GRMZM2G447691	138	183	203	143	162	175	3.354	4.218	4.842	3.802	3.986	3.898	-0.0777861168019362	0.787361847340962	0.975212280913333	171.5	181.6
GRMZM2G447745	1994	2135	1855	1366	1984	1952	23.971	24.337	21.884	17.963	24.143	21.505	-0.154316932057474	0.39753215017846	0.863507245918318	1956.4	1692
GRMZM2G447785	903	770	631	1110	337	385	50.605	40.918	34.702	68.044	19.118	19.773	-0.499920302525924	0.108217381071454	0.602616677783666	754	933.7
GRMZM2G447795	3	4	0	81	3	33	0.178	0.224	0	5.243	0.18	1.789	3.80759685735892	0.00872511488500039	0.140749063642398	2.3	45
GRMZM2G447857	42	40	35	47	35	43	1.334	1.205	1.091	1.633	1.125	1.252	0.128406844008399	0.793413669939221	0.976949496371209	38.3	43.7
GRMZM2G447976	65	87	72	171	49	68	2.572	3.265	2.796	7.403	1.963	2.466	0.195157104062659	0.701200367966667	0.956910627579191	73.1	131.2
GRMZM2G447987	452	516	446	325	443	342	20.385	22.067	19.739	16.033	20.224	14.135	-0.320975739900609	0.143278016599832	0.669293781207485	462.1	404.9
GRMZM2G448001	365	317	342	768	90	450	11.048	9.098	10.159	25.428	2.758	12.483	-0.0422863042747335	0.959727753570212	0.995472653838152	335.8	598.4
GRMZM2G448104	1122	1269	1158	786	1219	1283	18.928	20.3	19.171	14.504	20.817	19.836	-0.102324856744977	0.594758560479671	0.930860649144532	1160.4	1019.2
GRMZM2G448142	49	42	53	37	26	33	0.418	0.34	0.444	0.346	0.225	0.258	-0.554643144045695	0.265636724888226	0.795138046522261	47.3	47.2
GRMZM2G448151	22	20	23	14	13	17	1.139	0.982	1.169	0.793	0.681	0.807	-0.532119772983325	0.447262314281922	0.882893785637222	21.3	19.3
GRMZM2G448161	433	521	514	399	360	525	7.049	8.042	8.212	7.105	5.933	7.833	-0.168677609007513	0.449733110540345	0.883544742485434	480.2	480.2
GRMZM2G448174	445	532	533	401	375	536	4.832	5.478	5.68	4.763	4.122	5.334	-0.177491166996892	0.416471267009871	0.869867349325677	494	490.9
GRMZM2G448185	45	34	51	23	27	50	0.904	0.647	1.005	0.505	0.549	0.92	-0.399102712150766	0.438513247293372	0.879735657773866	42.8	38.4
GRMZM2G448213	110	127	104	83	149	155	2.708	2.964	2.512	2.235	3.712	3.496	0.176469962092934	0.594724873858695	0.930860649144532	111.4	98.4
GRMZM2G448241	896	909	870	1198	1163	1378	22.578	21.72	21.514	33.022	29.666	31.823	0.517226164528302	0.00416623602706787	0.0833137084637528	875.5	1102.9
GRMZM2G448258	143	90	75	130	141	183	6.543	3.905	3.368	6.507	6.531	7.674	0.633251945705006	0.0753300520670915	0.518582405752737	101	109.9
GRMZM2G448282	91	40	103	57	62	100	3.331	1.388	3.7	2.282	2.297	3.354	-0.00514608643442163	0.990264251124448	0.998560640161617	77.4	83.5
GRMZM2G448330	51	59	63	106	36	101	1.48	1.624	1.794	3.365	1.058	2.687	0.399553768894048	0.406051209174942	0.866205686522163	56.6	90.5
GRMZM2G448344	102	79	138	181	106	262	1.342	0.985	1.781	2.604	1.411	3.158	0.768299273451632	0.0112186485927269	0.168628918615312	105.1	169.9
GRMZM2G448368	11	10	14	47	15	20	0.691	0.595	0.862	3.227	0.953	1.151	1.10879882597291	0.146716865761177	0.671589109903441	11.5	33.1
GRMZM2G448389	17	24	23	7	14	23	0.568	0.761	0.754	0.256	0.474	0.705	-0.625421476434273	0.394513831103881	0.862149087672327	20.9	15.5
GRMZM2G448446	268	323	294	233	234	279	9.259	10.582	9.968	8.805	8.184	8.834	-0.210013131473778	0.387023658698394	0.858738667830671	289.3	277.3
GRMZM2G448456	94	96	62	161	43	110	6.501	6.296	4.208	12.181	3.011	6.972	0.218161063766073	0.645947715428655	0.941565166098728	82.2	120.6
GRMZM2G448523	189	211	177	114	215	152	3.526	3.733	3.241	2.326	4.06	2.599	-0.265320139233484	0.365220696517539	0.850464901510576	188.5	152.4
GRMZM2G448607	1275	1397	1550	837	1265	1635	67.317	69.94	80.31	48.34	67.609	79.112	-0.185391879002806	0.331424028449326	0.83027937899717	1383.1	1244.9
GRMZM2G448633	76	100	113	60	93	94	2.06	2.57	3.006	1.779	2.552	2.335	-0.199869437951699	0.571835259600526	0.923636840816476	94.6	90.2
GRMZM2G448651	83	64	95	313	57	114	2.924	2.138	3.284	12.06	2.032	3.68	0.706415458173113	0.133948379622363	0.65266914609915	79.6	221.5
GRMZM2G448656	72	51	96	64	75	93	4.98	3.345	6.516	4.842	5.251	5.895	0.144523899361374	0.71547831943478	0.962578883650805	72.2	83.9
GRMZM2G448672	18	33	20	15	27	35	1.036	1.801	1.13	0.944	1.573	1.846	0.125230103976403	0.843659778873202	0.984941754749938	23.1	18.4
GRMZM2G448687	267	278	224	91	192	135	2.179	2.152	1.794	0.813	1.586	1.01	-0.89402733331476	0.00319330001076753	0.068569848954012	251.3	163.3
GRMZM2G448710	8	11	6	2	7	6	0.599	0.781	0.441	0.164	0.53	0.412	-0.797624018874443	0.49693846049104	0.901909232572375	8.1	4.1
GRMZM2G448715	155	213	206	112	209	135	10.248	13.354	13.366	8.1	13.988	8.18	-0.328058868342684	0.275523717884934	0.801898845577223	187.6	165.9
GRMZM2G448834	84	61	70	148	47	87	2.865	1.973	2.343	5.522	1.623	2.719	0.304553866168168	0.458245562007409	0.886777234604901	70.6	117.4
GRMZM2G448927	235	223	192	158	210	212	3.216	2.894	2.579	2.365	2.909	2.659	-0.133271210179332	0.621204389202314	0.936423548037461	212.7	184.4
GRMZM2G449019	2	9	9	8	15	22	0.093	0.398	0.412	0.408	0.709	0.941	1.30691146627133	0.171263331043563	0.706531069616624	6.5	9
GRMZM2G449033	8	8	9	55	9	25	0.336	0.318	0.371	2.525	0.382	0.962	1.55007417680118	0.0650019546359976	0.485822985638787	8.2	35.1
GRMZM2G449083	947	853	809	684	840	854	30.374	25.942	25.463	23.997	27.272	25.102	-0.0997003351183104	0.610956226721896	0.934433975306772	854.5	786.9
GRMZM2G449123	1841	1815	1651	1099	1829	1897	26.696	24.956	23.494	17.432	26.847	25.21	-0.138100880543814	0.514468810552823	0.90673067383723	1736.6	1441.1
GRMZM2G449133	22	16	28	30	13	26	1.066	0.735	1.332	1.59	0.638	1.155	0.0585185972404648	0.928573943840486	0.993768521470554	21.7	30.7
GRMZM2G449160	197	188	182	291	120	198	10.764	9.74	9.759	17.392	6.637	9.915	0.056501548676706	0.863069829871048	0.986657395415694	185.7	253.1
GRMZM2G449163	226	262	192	133	262	217	16.878	18.554	14.072	10.865	19.807	14.852	-0.153341103774388	0.587746738396676	0.928846102310914	221.9	170.5
GRMZM2G449165	509	411	449	511	518	483	15.407	11.796	13.337	16.919	15.871	13.398	0.185945757041451	0.38947638448366	0.860192265997123	449.1	509.7
GRMZM2G449177	190	209	215	206	198	240	10.574	11.029	11.742	12.54	11.154	12.24	0.103229369319334	0.690810911205227	0.955268689294437	201	222.6
GRMZM2G449257	19	10	24	87	13	22	1.08	0.539	1.339	5.409	0.748	1.146	0.870579686686392	0.23198994446007	0.770637248612417	17.5	60.4
GRMZM2G449274	2453	3212	3805	2060	2218	3562	51.722	64.219	78.733	47.512	47.341	68.83	-0.255951000554494	0.144011902378748	0.669470319496517	3101.7	3058.9
GRMZM2G449355	847	910	770	575	924	874	14.59	14.863	13.016	10.834	16.111	13.797	-0.078763177686241	0.704490733006151	0.958317224095108	826	706.8
GRMZM2G449478	9	9	9	4	12	8	0.816	0.774	0.801	0.397	1.101	0.665	-0.24496864800987	0.812292225275449	0.98007024495314	8.8	6.8
GRMZM2G449496	8482	7759	11044	7787	5435	8567	314.288	272.614	401.586	315.617	203.857	290.913	-0.296910708439926	0.10661614436081	0.598236496553104	8965.3	9881.8
GRMZM2G449552	86	111	76	41	146	144	10.313	12.621	8.944	5.378	17.722	15.825	0.149300604527961	0.730113979574366	0.965010248798736	89	61
GRMZM2G449558	29	43	34	35	28	37	1.465	2.059	1.685	1.934	1.431	1.713	-0.0385258445322269	0.94362998818331	0.994989640264238	34.6	36.5
